script_file,maps_using_script,script_count,function_count,action_count,message_refs,item_refs,pokemon_refs,flag_refs,var_refs,top_commands,total_commands
0906,,33,96,0,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; 31; 32; 33; 34; 35,ITEM_COIN_CASE; ITEM_COIN_CASE; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004,0x4002; 0x4002,730,0x4001; 0x8004; 0x8005,CompareVarValue(137); JumpIf(137); Message(91); Jump(68); End(58); PlayFanfare(56); ReleaseAll(56); FadeScreen(44); WaitFadeScreen(44); LockAll(32),1191
0907,GLOBAL TWR F1,18,42,6,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; 31; 32; 36,,,274,0x4133; 0x8000; 0x8005,End(37); CompareVarValue(35); JumpIf(35); Message(35); ReleaseAll(28); CloseMessage(27); Jump(25); WaitButton(19); CreateMultiTouchBox(18); LockAll(17),439
0908,GLOBAL TWR F2,13,10,0,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14,,,,0x8005,CloseMessage(17); ReleaseAll(17); End(17); Message(15); PlayFanfare(13); LockAll(13); WaitButton(11); FacePlayer(9); Jump(6); CreateMultiTouchBox(6),156
0909,GLOBAL TWR F3,12,5,0,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12,,,,0x8005,CloseMessage(14); ReleaseAll(14); End(14); Message(13); PlayFanfare(12); LockAll(12); WaitButton(11); FacePlayer(9); Jump(3); CreateMultiTouchBox(3),121
0910,MELT 05 GAME1; T25SP0101,5,71,3,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 28; 31; 32; 33; 34; 35; 36; 37; 38; 39; 40; 41,ITEM_COIN_CASE; ITEM_COIN_CASE; ITEM_COIN_CASE; ITEM_COIN_CASE; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004,0x4002; 0x4002,,0x4001; 0x8004; 0x8005,CompareVarValue(106); JumpIf(106); Message(78); Jump(68); TextItem(30); SetVar(29); PlayFanfare(27); CreateMultiTouchBox(26); TakeCoins(25); GetCoins(24),751
0911,SHEDSNOW TOWN,2,20,0,,,,,,CreateMultiTouchBox(30); CompareVarValue(30); JumpIf(30); FadeScreen(30); WaitFadeScreen(30); End(22); ReleaseAll(21); Warp(15); GetCommonMessageArchive(4); OpenTouchScreen(4),231
0912,BAIR 03 PM05,4,0,0,0; 1,,,,0x8004,PlayFanfare(4); LockAll(4); FacePlayer(4); CommonScript(4); ReleaseAll(4); End(4); FreezeMessage(2); SetVar(2); Message(2); WaitButton(2),34
0913,SEWER AREA 01; SEWER AREA 02; SEWER AREA 03,8,49,9,0; 1; 2; 3; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24,,,194; 2404; 358; 473,0x4000; 0x4077; 0x410E; 0x8004; 0x8005,JumpIf(50); CompareVarValue(47); End(45); Message(34); CloseMessage(30); ReleaseAll(27); WaitButton(25); Jump(21); SetVar(18); Movement(12),419
0914,SHED 01 PC08,5,7,2,0; 1; 2; 3; 4; 5; 6; 7; 8,,,,0x4007; 0x8007,Message(15); End(12); CloseMessage(11); JumpIf(10); ReleaseAll(9); CompareVarValue(9); WaitButton(8); PlayFanfare(6); LockAll(6); FacePlayer(5),123
0915,DALI 02 PCR09,1,0,0,,,,,,End(1),1
0916,SYDT 05 HS19,1,4,0,0; 1; 2; 3; 4,,,190,,Message(5); CloseMessage(5); JumpIf(4); WaitButton(4); ReleaseAll(4); End(4); CompareVarValue(2); FadeScreen(2); WaitFadeScreen(2); EndTrade(2),52
0917,BAIR 06 HS20,3,5,0,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11,ITEM_SEAL_CASE,,2745,,Message(14); JumpIf(5); WaitButton(4); CloseMessage(4); ReleaseAll(4); End(4); Jump(4); CompareVarValue(4); PlayFanfare(3); LockAll(3),65
0918,BAIR 07 HS21,1,4,0,0; 1; 3; 4; 5,,,189,0x8004; 0x8005,Message(5); End(5); JumpIf(4); WaitButton(4); CloseMessage(4); ReleaseAll(4); CompareVarValue(3); SetVar(2); CommonScript(2); PlayFanfare(1),42
0919,,7,22,5,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13,,,2404; 393; 638; 715,0x4004,End(26); JumpIf(24); CompareVarValue(21); CloseMessage(16); Message(14); WaitButton(14); ReleaseAll(14); LockAll(10); FadeScreen(10); WaitFadeScreen(10),286
0920,DALICE STRING,2,20,0,,,,,,CreateMultiTouchBox(30); CompareVarValue(30); JumpIf(30); FadeScreen(30); WaitFadeScreen(30); End(22); ReleaseAll(21); Warp(15); GetCommonMessageArchive(4); OpenTouchScreen(4),231
0921,LOBA 03 PM02,4,0,0,0; 1,,,,0x8004,PlayFanfare(4); LockAll(4); FacePlayer(4); CommonScript(4); ReleaseAll(4); End(4); FreezeMessage(2); SetVar(2); Message(2); WaitButton(2),34
0922,TROO 05 GYM08,10,45,4,0; 1; 2; 3; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 19; 20; 21; 22; 23,,SPECIES_MIMIKYU,166; 187; 2456; 2670; 2671; 2672; 2673; 2674; 2675; 2676; 2677; 2678; 2679,0x4000; 0x4079; 0x511E; 0x8004; 0x8005; 0x800C,Message(36); End(34); CloseMessage(32); JumpIf(30); SetVar(30); WaitButton(28); ReleaseAll(27); CompareVarValue(24); Return(20); Call(16),449
0923,LOBA 01 PC02,5,0,4,0; 1; 2; 3; 4,,,2422; 453; 574,0x410D; 0x8007,End(9); Message(5); LockAll(4); Movement(4); CloseMessage(4); ReleaseAll(4); Delay4(4); PlayFanfare(3); FacePlayer(3); WaitButton(3),70
0924,HAMP 02 PCR01,1,0,0,,,,,,End(1),1
0925,,0,0,0,,,,,,,0
0926,,4,13,2,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10,,,259; 264,0x4002,End(16); ReleaseAll(12); Message(11); CloseMessage(11); JumpIf(10); WaitButton(9); CompareVarValue(6); CheckFlag(4); PlayFanfare(3); LockAll(3),112
0927,HAMP 06 HS07,2,0,0,0; 1,,,,,PlayFanfare(2); LockAll(2); FacePlayer(2); Message(2); WaitButton(2); CloseMessage(2); ReleaseAll(2); End(2),16
0928,,17,55,46,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25; 26; 28; 29; 30; 31; 32; 33; 34; 35; 36; 37; 38; 39; 40; 41; 42; 43; 44; 45,,,162; 259; 260; 263; 264; 265; 570; 572; 576; 580; 581,0x4009; 0x400A; 0x400B; 0x4090; 0x40FA; 0x410C; 0x8000; 0x8004; 0x8005,End(84); JumpIf(80); Movement(79); CompareVarValue(70); Message(65); CloseMessage(60); WaitMovement(60); ReleaseAll(32); SetVar(32); Jump(30),1074
0929,HAMP 04 HS05; HAMP 05 HS06,2,7,0,0; 1; 3; 4; 5; 6; 7,,,163,0x8004; 0x8005,JumpIf(8); End(8); Message(7); CompareVarValue(7); CloseMessage(5); ReleaseAll(5); OpenTouchScreen(3); YesNoTouchScreen(3); CloseTouchScreen(3); WaitButton(3),67
0930,TERTH CITY,2,20,0,,,,,,CreateMultiTouchBox(30); CompareVarValue(30); JumpIf(30); FadeScreen(30); WaitFadeScreen(30); End(22); ReleaseAll(21); Warp(15); GetCommonMessageArchive(4); OpenTouchScreen(4),231
0931,,1,0,0,,,,,,End(1),1
0932,SEWER ROOM 01,2,15,0,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10,,,210; 2404; 393; 750,0x4077; 0x8004; 0x8005,JumpIf(16); Message(14); CompareVarValue(13); End(13); CloseMessage(9); SetFlag(8); ReleaseAll(8); WaitButton(6); SetTrainerFlag(5); SetVar(5),143
0933,,1,0,0,,,,,,End(1),1
0934,SEWER ROOM 02,2,3,0,0; 1; 2; 3,,,,,Message(4); WaitButton(4); CloseMessage(4); ReleaseAll(4); End(4); PlayFanfare(2); LockAll(2); FacePlayer(2); CheckBadge(2); CompareVarValue(2),34
0935,RADE 02 PC10,4,0,0,0; 1; 2,,,,0x8007,End(4); PlayFanfare(3); LockAll(3); FacePlayer(3); Message(3); WaitButton(3); CloseMessage(3); ReleaseAll(3); SetVar(1); CommonScript(1),27
0936,RADE 03 PCR10,1,0,0,,,,,,End(1),1
0937,RT 5 02 HS10,2,2,0,0; 1; 2,,,197; 198,,Message(4); WaitButton(4); CloseMessage(4); ReleaseAll(4); End(4); PlayFanfare(2); LockAll(2); FacePlayer(2); CheckFlag(2); JumpIf(2),30
0938,,19,47,2,0; 1; 2; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 21; 24; 27; 33; 34; 35,0x8004; 0x8004,,164; 17; 19; 195; 20; 201; 202; 21; 213; 2404; 2748; 313; 326; 327; 328; 362; 483; 484; 504; 508; 510; 511; 649; 650; 651; 652; 716,0x4001; 0x4004; 0x40A8; 0x8004; 0x8005; 0x8008; 0x8009; 0x800C,End(44); JumpIf(41); SetFlag(36); ReleaseAll(30); CompareVarValue(28); CloseMessage(27); Message(23); WaitButton(23); Jump(23); SetVar(19),509
0939,DALI 09 HS29,1,2,1,0; 2; 4,,,199,0x8004; 0x8005,End(4); Message(3); CloseMessage(3); ReleaseAll(3); JumpIf(2); PlayFanfare(2); LockAll(2); SetVar(2); CommonScript(2); WaitButton(2),33
0940,RADE 06 HS30,1,10,0,0; 1; 2; 3; 4; 5; 6; 7; 8; 10,,,200; 202; 313,0x8004; 0x8005,Message(10); JumpIf(8); CloseMessage(6); CompareVarValue(6); Jump(6); ReleaseAll(5); End(5); WaitButton(4); OverlayManager(4); CheckFlag(2),80
0941,RADELAIDE CTY,2,20,0,,,,,,CreateMultiTouchBox(30); CompareVarValue(30); JumpIf(30); FadeScreen(30); WaitFadeScreen(30); End(22); ReleaseAll(21); Warp(15); GetCommonMessageArchive(4); OpenTouchScreen(4),231
0942,SHED 03 PM06,4,0,0,0; 1,,,,0x8004,PlayFanfare(4); LockAll(4); FacePlayer(4); CommonScript(4); ReleaseAll(4); End(4); FreezeMessage(2); SetVar(2); Message(2); WaitButton(2),34
0943,BAIR 04 GYM05,10,52,10,0; 1; 2; 3; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 19; 20; 21; 22; 23; 24,,SPECIES_CHARCADET,187; 209; 2640; 2641; 2642; 2643; 2644; 2645; 2646; 2647; 2648; 312; 751,0x4000; 0x4120; 0x5118; 0x8004; 0x8005; 0x800C,End(41); JumpIf(39); SetVar(35); Message(32); CloseMessage(31); WaitButton(27); CompareVarValue(27); ReleaseAll(23); SetFlag(19); Return(17),480
0944,TROO 02 PC11,4,0,0,0; 1; 2,,,,0x8007,End(4); PlayFanfare(3); LockAll(3); FacePlayer(3); Message(3); WaitButton(3); CloseMessage(3); ReleaseAll(3); SetVar(1); CommonScript(1),27
0945,TROO 03 PCR11,1,0,0,,,,,,End(1),1
0946,DALI 06 HS26,2,0,0,0; 2,,,,,PlayFanfare(2); LockAll(2); FacePlayer(2); Message(2); WaitButton(2); CloseMessage(2); ReleaseAll(2); End(2); PlayCry(1); WaitCry(1),18
0947,DALI 07 HS27,2,11,0,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14,,,208,,Message(15); JumpIf(11); CompareVarValue(9); CloseMessage(9); WaitButton(8); ReleaseAll(8); End(8); Jump(5); TextPartyPokemon(3); PlayFanfare(2),110
0948,DALI 08 HS28,5,45,0,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 25; 26; 27; 28; 29; 30; 31; 32; 33; 34; 42; 43; 44; 45; 46; 48; 49; 50; 51; 52; 53; 54; 61; 62,ITEM_HEART_SCALE; ITEM_HEART_SCALE,,1; 350; 390; 391,0x8003; 0x800C,JumpIf(63); CompareVarValue(59); Message(40); CloseMessage(30); End(23); ReleaseAll(21); WaitButton(20); Jump(18); FadeScreen(16); WaitFadeScreen(16),434
0949,,3,9,6,,,,393; 638,,End(15); JumpIf(10); CompareVarValue(9); Movement(9); WalkNorth8(8); GetCommonMessageArchive(7); MessageFromArchive(7); CloseMessage(6); FadeScreen(6); WaitFadeScreen(6),153
0950,,2,0,0,0,,,,0x8007,End(2); SetVar(1); CommonScript(1); PlayFanfare(1); LockAll(1); FacePlayer(1); Message(1); WaitButton(1); CloseMessage(1); ReleaseAll(1),11
0951,T31PC0102,1,0,0,,,,,,End(1),1
0952,,12,6,0,0; 1; 2,,,2507,0x4000; 0x4001,SetVar(14); Jump(13); CompareVarValue(7); JumpIf(6); IncrementVar(5); End(4); CloseMessage(4); SetFlagFromVar(3); Message(3); CMD_807(2),84
0953,,740,36,1,101,,,,0x8005; 0x800C,UseScript_#1(738); CompareVarValue(47); JumpIf(35); SetVarFromVariable(27); GetEyeTrainerNum(25); End(18); CloseMessage(17); Call(15); ReleaseAll(15); CallIf(14),1125
0954,,1,0,0,33,,,,,PlayFanfare(1); LockAll(1); Message(1); WaitButton(1); CloseMessage(1); ReleaseAll(1); End(1),7
0955,,19,4,0,2,,,,0x8000,SetVar(19); Jump(19); CompareVarValue(3); JumpIf(3); PlayFanfare(1); LockAll(1); FacePlayer(1); Message(1); WaitButton(1); CloseMessage(1),55
0956,,0,0,0,,,,,,,0
0957,UNION,8,73,0,8; 9; 10; 11; 17; 18; 19; 20; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; 31; 33; 34; 35; 36; 38; 157; 158; 159; 160; 161; 162; 163; 164; 165; 199; 202; 207; 218,,,105,,CompareVarValue(86); JumpIf(86); Jump(57); MessageFlex(44); CloseMessage(43); CMD_267(43); Message(39); WaitTime(32); FadeScreen(28); CMD_257(28),834
0958,,6,0,0,0; 1; 2; 3,,,,,End(6); PlayFanfare(4); LockAll(4); FacePlayer(4); Message(4); WaitButton(4); CloseMessage(4); ReleaseAll(4); ShowBoard(2); WaitBoard(2),44
0959,,1,1,0,0; 1,,,,,Message(2); WaitButton(2); CloseMessage(2); ReleaseAll(2); End(2); PlayFanfare(1); LockAll(1); FacePlayer(1); CheckBadge(1); CompareVarValue(1),16
0960,,2,0,0,,,,,,SetTextBoard(2); ShowBoard(2); WaitBoard(2); BoardMessage(2); CommonScript(2); End(2),12
0961,,2,8,5,,,,393; 638,,End(13); JumpIf(9); CompareVarValue(8); Movement(8); GetCommonMessageArchive(7); MessageFromArchive(7); CloseMessage(6); FadeScreen(6); WaitFadeScreen(6); WalkNorth8(6),137
0962,,10,19,11,0; 3; 6; 9; 15; 16; 18,,,215; 2748; 518,0x8004; 0x8005,End(29); Movement(20); JumpIf(18); CloseMessage(18); CompareVarValue(16); ReleaseAll(14); Jump(11); Message(11); WaitButton(11); WaitMovement(11),282
0963,,3,9,4,0; 1; 2; 3; 4,,,2404; 251,0x40E5,End(13); JumpIf(7); Message(6); CloseMessage(6); ReleaseAll(6); Movement(5); CheckFlag(4); WaitMovement(4); CompareVarValue(3); Jump(3),73
0964,,11,0,0,0; 3; 6; 9; 12; 15; 18; 21; 24; 27,,,,,End(11); PlayFanfare(10); LockAll(10); FacePlayer(10); Message(10); WaitButton(10); CloseMessage(10); ReleaseAll(10),81
