Water?,Headers,#,Area,20%,20%,10%,10%,10%,10%,5%,5%,4%,4%,1%,1%,Level,Typing,Completed,Time
,,179.2,HAUNTED MANSION 2,LAMPENT,HAUNTER,BANETTE,MISMAGIUS,DUSCLOPS,GALARIAN_CORSOLA,GALARIAN_CORSOLA,ROTOM,CURSOLA,CURSOLA,GENGAR,GENGAR,44,Ghost,TRUE,Night
,,180.0,ROUTE 18 AREA 1,NUMEL,LITLEO,GLIGAR,FLETCHINDER,LUNATONE,SOLROCK,GRAVELER_ALOLAN,GRAVELER,SCRAFTY,SCRAFTY,GOLURK,GOLURK,44,Mountain,TRUE,Morn
,,180.1,ROUTE 18 AREA 1,NUMEL,LITLEO,GLIGAR,FLETCHINDER,LUNATONE,SOLROCK,GRAVELER_ALOLAN,GRAVELER,SCRAFTY,SCRAFTY,GOLURK,GOLURK,44,Mountain,TRUE,Day
,,180.2,ROUTE 18 AREA 1,NUMEL,LITLEO,GLIGAR,FLETCHINDER,LUNATONE,SOLROCK,GRAVELER_ALOLAN,GRAVELER,SCRAFTY,SCRAFTY,GOLURK,GOLURK,44,Mountain,TRUE,Night
,,181.0,ROUTE 18 AREA 2,ONIX,SIZZLIPEDE,MUDBRAY,SILICOBRA,RHYHORN,MARACTUS,CRUSTLE,CRUSTLE,SANDACONDA,SANDACONDA,GRIMMSNARL,GRIMMSNARL,44,Mountain,TRUE,Morn
,,181.1,ROUTE 18 AREA 2,ONIX,SIZZLIPEDE,MUDBRAY,SILICOBRA,RHYHORN,MARACTUS,CRUSTLE,CRUSTLE,SANDACONDA,SANDACONDA,GRIMMSNARL,GRIMMSNARL,44,Mountain,TRUE,Day
,,181.2,ROUTE 18 AREA 2,ONIX,SIZZLIPEDE,MUDBRAY,SILICOBRA,RHYHORN,MARACTUS,CRUSTLE,CRUSTLE,SANDACONDA,SANDACONDA,GRIMMSNARL,GRIMMSNARL,44,Mountain,TRUE,Night
,,182.0,ROUTE 18 AREA 3,DRILBUR,PANSEAR,CUBONE,GOLETT,DONPHAN,HELIOLISK,LILLIGANT_HISUIAN,LILLIGANT_HISUIAN,EXCADRILL,EXCADRILL,KROOKODILE,KROOKODILE,44,Mountain,TRUE,Morn
,,182.1,ROUTE 18 AREA 3,DRILBUR,PANSEAR,CUBONE,GOLETT,DONPHAN,HELIOLISK,LILLIGANT_HISUIAN,LILLIGANT_HISUIAN,EXCADRILL,EXCADRILL,KROOKODILE,KROOKODILE,44,Mountain,TRUE,Day
,,182.2,ROUTE 18 AREA 3,DRILBUR,PANSEAR,CUBONE,GOLETT,DONPHAN,HELIOLISK,LILLIGANT_HISUIAN,LILLIGANT_HISUIAN,EXCADRILL,EXCADRILL,KROOKODILE,KROOKODILE,44,Mountain,TRUE,Night
,,183.0,ROUTE 18 AREA 4,BALTOY,SANDILE,TRAPINCH,CACTURNE,DUGTRIO,DUGTRIO_ALOLAN,EELEKTRIK,EELEKTRIK,MUDSDALE,MUDSDALE,AGGRON,AGGRON,44,Mountain,TRUE,Morn
,,183.1,ROUTE 18 AREA 4,BALTOY,SANDILE,TRAPINCH,CACTURNE,DUGTRIO,DUGTRIO_ALOLAN,EELEKTRIK,EELEKTRIK,MUDSDALE,MUDSDALE,AGGRON,AGGRON,44,Mountain,TRUE,Day
,,183.2,ROUTE 18 AREA 4,BALTOY,SANDILE,TRAPINCH,CACTURNE,DUGTRIO,DUGTRIO_ALOLAN,EELEKTRIK,EELEKTRIK,MUDSDALE,MUDSDALE,AGGRON,AGGRON,44,Mountain,TRUE,Night
,,184.0,CAVE 1,DROWZEE,CLAYDOL,NOIVERN,KADABRA,LOUDRED,HYPNO,MEDICHAM,MEDICHAM,EXPLOUD,EXPLOUD,GOLEM,GOLEM,46,Cave,TRUE,Morn
,,184.1,CAVE 1,DROWZEE,CLAYDOL,NOIVERN,KADABRA,LOUDRED,HYPNO,MEDICHAM,MEDICHAM,EXPLOUD,EXPLOUD,GOLEM,GOLEM,46,Cave,TRUE,Day
,,184.2,CAVE 1,DROWZEE,CLAYDOL,NOIVERN,KADABRA,LOUDRED,HYPNO,MEDICHAM,MEDICHAM,EXPLOUD,EXPLOUD,GOLEM,GOLEM,46,Cave,TRUE,Night
,,185.0,CAVE 2,SIGILYPH,DRUDDIGON,MACHOKE,NOIVERN,DRAMPA,GRUMPIG,DONPHAN,DONPHAN,STEELIX,STEELIX,MACHAMP,MACHAMP,46,Cave,TRUE,Morn
,,185.1,CAVE 2,SIGILYPH,DRUDDIGON,MACHOKE,NOIVERN,DRAMPA,GRUMPIG,DONPHAN,DONPHAN,STEELIX,STEELIX,MACHAMP,MACHAMP,46,Cave,TRUE,Day
,,185.2,CAVE 2,SIGILYPH,DRUDDIGON,MACHOKE,NOIVERN,DRAMPA,GRUMPIG,DONPHAN,DONPHAN,STEELIX,STEELIX,MACHAMP,MACHAMP,46,Cave,TRUE,Night
,,186.0,CAVE 3,BEHEEYEM,GRAVELER_ALOLAN,NOIVERN,MAGNETON,MALAMAR,SCRAFTY,KANGASKHAN,CONKELDURR,BISHARP,BISHARP,GOLEM_ALOLAN,GOLEM_ALOLAN,46,Cave,TRUE,Morn
,,186.1,CAVE 3,BEHEEYEM,GRAVELER_ALOLAN,NOIVERN,MAGNETON,MALAMAR,SCRAFTY,KANGASKHAN,CONKELDURR,BISHARP,BISHARP,GOLEM_ALOLAN,GOLEM_ALOLAN,46,Cave,TRUE,Day
,,186.2,CAVE 3,BEHEEYEM,GRAVELER_ALOLAN,NOIVERN,MAGNETON,MALAMAR,SCRAFTY,KANGASKHAN,CONKELDURR,BISHARP,BISHARP,GOLEM_ALOLAN,GOLEM_ALOLAN,46,Cave,TRUE,Night
,,187.0,ROUTE 17 AREA 1,QWILFISH_HISUIAN,CROAGUNK,GASTRODON,TOXICROAK,AMOONGUSS,POIPOLE,CLAYDOL,CLAYDOL,SALAZZLE,SALAZZLE,GLIMMORA,GLIMMORA,44,Swamp,TRUE,Morn
,,187.1,ROUTE 17 AREA 1,QWILFISH_HISUIAN,CROAGUNK,GASTRODON,TOXICROAK,AMOONGUSS,POIPOLE,CLAYDOL,CLAYDOL,SALAZZLE,SALAZZLE,GLIMMORA,GLIMMORA,44,Swamp,TRUE,Day
,,187.2,ROUTE 17 AREA 1,QWILFISH_HISUIAN,CROAGUNK,GASTRODON,TOXICROAK,AMOONGUSS,POIPOLE,CLAYDOL,CLAYDOL,SALAZZLE,SALAZZLE,GLIMMORA,GLIMMORA,44,Swamp,TRUE,Night
,,188.0,ROUTE 17 AREA 2,GRIMER,GRIMER_ALOLAN,MUK,MUK_ALOLAN,SLOWPOKE_GALARIAN,DRAPION,SLOWPOKE_GALARIAN,OVERQWIL,SLOWBRO_GALARIAN,SLOWKING_GALARIAN,OVERQWIL,OVERQWIL,44,Swamp,TRUE,Morn
,,188.1,ROUTE 17 AREA 2,GRIMER,GRIMER_ALOLAN,MUK,MUK_ALOLAN,SLOWPOKE_GALARIAN,DRAPION,SLOWPOKE_GALARIAN,OVERQWIL,SLOWBRO_GALARIAN,SLOWKING_GALARIAN,OVERQWIL,OVERQWIL,44,Swamp,TRUE,Day
,,188.2,ROUTE 17 AREA 2,GRIMER,GRIMER_ALOLAN,MUK,MUK_ALOLAN,SLOWPOKE_GALARIAN,DRAPION,SLOWPOKE_GALARIAN,OVERQWIL,SLOWBRO_GALARIAN,SLOWKING_GALARIAN,OVERQWIL,OVERQWIL,44,Swamp,TRUE,Night
,,189.0,ROUTE 17 AREA 3,ARBOK,CACTURNE,GALVANTULA,VENOMOTH,BEEDRILL,DUSTOX,QWILFISH,QWILFISH,YANMEGA,YANMEGA,REVAVROOM,REVAVROOM,44,Swamp,TRUE,Morn
,,189.1,ROUTE 17 AREA 3,ARBOK,CACTURNE,GALVANTULA,VENOMOTH,BEEDRILL,DUSTOX,QWILFISH,QWILFISH,YANMEGA,YANMEGA,REVAVROOM,REVAVROOM,44,Swamp,TRUE,Day
,,189.2,ROUTE 17 AREA 3,ARBOK,CACTURNE,GALVANTULA,VENOMOTH,BEEDRILL,DUSTOX,QWILFISH,QWILFISH,YANMEGA,YANMEGA,REVAVROOM,REVAVROOM,44,Swamp,TRUE,Night
,,190.0,ROUTE 17 AREA 4,TRUBBISH,TOXEL,GARBODOR,SKUNTANK,CARNIVINE,SEVIPER,DRAGALGE,DRAGALGE,OVERQWIL,OVERQWIL,SNEASLER,SNEASLER,44,Swamp,TRUE,Morn
,,190.1,ROUTE 17 AREA 4,TRUBBISH,TOXEL,GARBODOR,SKUNTANK,CARNIVINE,SEVIPER,DRAGALGE,DRAGALGE,OVERQWIL,OVERQWIL,SNEASLER,SNEASLER,44,Swamp,TRUE,Day
,,190.2,ROUTE 17 AREA 4,TRUBBISH,TOXEL,GARBODOR,SKUNTANK,CARNIVINE,SEVIPER,DRAGALGE,DRAGALGE,OVERQWIL,OVERQWIL,SNEASLER,SNEASLER,44,Swamp,TRUE,Night
,,191.0,ROUTE 17 AREA 5,RHYHORN,SWALOT,AMOONGUSS,EXPLOUD,WEEZING,GALARIAN_WEEZING,MUDSDALE,MUDSDALE,RHYDON,RHYDON,NIDOQUEEN,NIDOQUEEN,46,Mountain,TRUE,Morn
,,191.1,ROUTE 17 AREA 5,RHYHORN,SWALOT,AMOONGUSS,EXPLOUD,WEEZING,GALARIAN_WEEZING,MUDSDALE,MUDSDALE,RHYDON,RHYDON,NIDOQUEEN,NIDOQUEEN,46,Mountain,TRUE,Day
,,191.2,ROUTE 17 AREA 5,RHYHORN,SWALOT,AMOONGUSS,EXPLOUD,WEEZING,GALARIAN_WEEZING,MUDSDALE,MUDSDALE,RHYDON,RHYDON,NIDOQUEEN,NIDOQUEEN,46,Mountain,TRUE,Night
,,192.0,ROUTE 17 AREA 6,FERROSEED,BRELOOM,FLAMIGO,SNEASEL_HISUIAN,RHYDON,FERROTHORN,FERROTHORN,FERROTHORN,SLOWBRO_GALARIAN,SLOWKING_GALARIAN,NIDOKING,NIDOKING,46,Mountain,TRUE,Morn
,,192.1,ROUTE 17 AREA 6,FERROSEED,BRELOOM,FLAMIGO,SNEASEL_HISUIAN,RHYDON,FERROTHORN,FERROTHORN,FERROTHORN,SLOWBRO_GALARIAN,SLOWKING_GALARIAN,NIDOKING,NIDOKING,46,Mountain,TRUE,Day
,,192.2,ROUTE 17 AREA 6,FERROSEED,BRELOOM,FLAMIGO,SNEASEL_HISUIAN,RHYDON,FERROTHORN,FERROTHORN,FERROTHORN,SLOWBRO_GALARIAN,SLOWKING_GALARIAN,NIDOKING,NIDOKING,46,Mountain,TRUE,Night
,,193.0,ROUTE 17 AREA 7,GLOOM,WEEPINBELL,TOXEL,GLIMMORA,ROSERADE,VAROOM,VAROOM,POIPOLE,POIPOLE,POIPOLE,NAGANADEL,NAGANADEL,46,Swamp,TRUE,Morn
,,193.1,ROUTE 17 AREA 7,GLOOM,WEEPINBELL,TOXEL,GLIMMORA,ROSERADE,VAROOM,VAROOM,POIPOLE,POIPOLE,POIPOLE,NAGANADEL,NAGANADEL,46,Swamp,TRUE,Day
,,193.2,ROUTE 17 AREA 7,GLOOM,WEEPINBELL,TOXEL,GLIMMORA,ROSERADE,VAROOM,VAROOM,POIPOLE,POIPOLE,POIPOLE,NAGANADEL,NAGANADEL,46,Swamp,TRUE,Night
,,194.0,ROUTE 17 AREA 8,WHIRLIPEDE,ROSELIA,GREAT_TUSK,ORANGURU,COPPERAJAH,UMBREON,SANDACONDA,SANDACONDA,TOXTRICITY,TOXTRICITY,CROBAT,CROBAT,46,Mountain,TRUE,Morn
,,194.1,ROUTE 17 AREA 8,WHIRLIPEDE,ROSELIA,GREAT_TUSK,ORANGURU,COPPERAJAH,UMBREON,SANDACONDA,SANDACONDA,TOXTRICITY,TOXTRICITY,CROBAT,CROBAT,46,Mountain,TRUE,Day
,,194.2,ROUTE 17 AREA 8,WHIRLIPEDE,ROSELIA,GREAT_TUSK,ORANGURU,COPPERAJAH,UMBREON,SANDACONDA,SANDACONDA,TOXTRICITY,TOXTRICITY,CROBAT,CROBAT,46,Mountain,TRUE,Night
,,195.0,WILD AREA 15,ZEBSTRIKA,PIDGEOTTO,ALTARIA,AROMATISSE,SLITHER_WING,BRAVIARY,BRAVIARY,LAIRON,PIDGEOT,PIDGEOT,LAIRON,LAIRON,45,WA Plain,TRUE,Morn
,,195.1,WILD AREA 15,ZEBSTRIKA,PIDGEOTTO,ALTARIA,AROMATISSE,SLITHER_WING,BRAVIARY,BRAVIARY,LAIRON,PIDGEOT,PIDGEOT,LAIRON,LAIRON,45,WA Plain,TRUE,Day
,,195.2,WILD AREA 15,ZEBSTRIKA,PIDGEOTTO,ALTARIA,AROMATISSE,SLITHER_WING,BRAVIARY,BRAVIARY,LAIRON,PIDGEOT,PIDGEOT,LAIRON,LAIRON,45,WA Plain,TRUE,Night
,,196.0,WILD AREA 16,WHIMSICOTT,LOPUNNY,SIGILYPH,SLURPUFF,CRAMORANT,MUSHARNA,CRAMORANT,WEEZING_GALARIAN,STARAPTOR,STARAPTOR,WEEZING_GALARIAN,WEEZING_GALARIAN,45,WA Plain,TRUE,Morn
,,196.1,WILD AREA 16,WHIMSICOTT,LOPUNNY,SIGILYPH,SLURPUFF,CRAMORANT,MUSHARNA,CRAMORANT,WEEZING_GALARIAN,STARAPTOR,STARAPTOR,WEEZING_GALARIAN,WEEZING_GALARIAN,45,WA Plain,TRUE,Day
,,196.2,WILD AREA 16,WHIMSICOTT,LOPUNNY,SIGILYPH,SLURPUFF,CRAMORANT,MUSHARNA,CRAMORANT,WEEZING_GALARIAN,STARAPTOR,STARAPTOR,WEEZING_GALARIAN,WEEZING_GALARIAN,45,WA Plain,TRUE,Night
,,197.0,WILD AREA 17,GALVANTULA,CLEFAIRY,GOTHITELLE,CLEFABLE,ELDEGOSS,MUNCHLAX,ELDEGOSS,SNORLAX,TOUCANNON,TOUCANNON,SNORLAX,SNORLAX,45,WA Plain,TRUE,Morn
,,197.1,WILD AREA 17,GALVANTULA,CLEFAIRY,GOTHITELLE,CLEFABLE,ELDEGOSS,MUNCHLAX,ELDEGOSS,SNORLAX,TOUCANNON,TOUCANNON,SNORLAX,SNORLAX,45,WA Plain,TRUE,Day
,,197.2,WILD AREA 17,GALVANTULA,CLEFAIRY,GOTHITELLE,CLEFABLE,ELDEGOSS,MUNCHLAX,ELDEGOSS,SNORLAX,TOUCANNON,TOUCANNON,SNORLAX,SNORLAX,45,WA Plain,TRUE,Night
,,198.0,WILD AREA 18,CHANSEY,SANDSLASH_ALOLAN,AVALUGG_HISUIAN,FROSLASS,FEAROW,FURFROU,FROSMOTH,FROSMOTH,FROSMOTH,GLALIE,GLALIE,GLALIE,45,WA Ice,,Morn
,,198.1,WILD AREA 18,CHANSEY,SANDSLASH_ALOLAN,AVALUGG_HISUIAN,FROSLASS,FEAROW,FURFROU,FROSMOTH,FROSMOTH,FROSMOTH,GLALIE,GLALIE,GLALIE,45,WA Ice,,Day
,,198.2,WILD AREA 18,CHANSEY,SANDSLASH_ALOLAN,AVALUGG_HISUIAN,FROSLASS,FEAROW,FURFROU,FROSMOTH,FROSMOTH,FROSMOTH,GLALIE,GLALIE,GLALIE,45,WA Ice,,Night
,,199.0,WILD AREA 19,GLACEON,VULPIX_ALOLAN,WEAVILE,CRYOGONAL,MR_RIME,STOUTLAND,STOUTLAND,NINETALES_ALOLAN,NINETALES_ALOLAN,CETITAN,CETITAN,CETITAN,45,WA Ice,TRUE,Morn
,,199.1,WILD AREA 19,GLACEON,VULPIX_ALOLAN,WEAVILE,CRYOGONAL,MR_RIME,STOUTLAND,STOUTLAND,NINETALES_ALOLAN,NINETALES_ALOLAN,CETITAN,CETITAN,CETITAN,45,WA Ice,TRUE,Day
,,199.2,WILD AREA 19,GLACEON,VULPIX_ALOLAN,WEAVILE,CRYOGONAL,MR_RIME,STOUTLAND,STOUTLAND,NINETALES_ALOLAN,NINETALES_ALOLAN,CETITAN,CETITAN,CETITAN,45,WA Ice,TRUE,Night
,,200.0,WILD AREA 20,DUNSPARCE,CRABOMINABLE,AVALUGG,GLALIE,NINETALES_ALOLAN,DARMANITAN_GALARIAN,DARMANITAN_GALARIAN,DUDUNSPARCE,DUDUNSPARCE,NINETALES_ALOLAN,NINETALES_ALOLAN,NINETALES_ALOLAN,45,WA Ice,,Morn
,,200.1,WILD AREA 20,DUNSPARCE,CRABOMINABLE,AVALUGG,GLALIE,NINETALES_ALOLAN,DARMANITAN_GALARIAN,DARMANITAN_GALARIAN,DUDUNSPARCE,DUDUNSPARCE,NINETALES_ALOLAN,NINETALES_ALOLAN,NINETALES_ALOLAN,45,WA Ice,,Day
,,200.2,WILD AREA 20,DUNSPARCE,CRABOMINABLE,AVALUGG,GLALIE,NINETALES_ALOLAN,DARMANITAN_GALARIAN,DARMANITAN_GALARIAN,DUDUNSPARCE,DUDUNSPARCE,NINETALES_ALOLAN,NINETALES_ALOLAN,NINETALES_ALOLAN,45,WA Ice,,Night
,,201.0,WILD AREA 21,SAWSBUCK,DUBWOOL,MEDICHAM,CORSOLA_GALARIAN,SHIFTRY,CHARCADET,CURSOLA,CHARCADET,SHIFTRY,CURSOLA,SILVALLY,SILVALLY,45,WA Plain,TRUE,Morn
,,201.1,WILD AREA 21,SAWSBUCK,DUBWOOL,MEDICHAM,CORSOLA_GALARIAN,SHIFTRY,CHARCADET,CURSOLA,CHARCADET,SHIFTRY,CURSOLA,SILVALLY,SILVALLY,45,WA Plain,TRUE,Day
,,201.2,WILD AREA 21,SAWSBUCK,DUBWOOL,MEDICHAM,CORSOLA_GALARIAN,SHIFTRY,CHARCADET,CURSOLA,CHARCADET,SHIFTRY,CURSOLA,SILVALLY,SILVALLY,45,WA Plain,TRUE,Night
,,202.0,WILD AREA 22,MANECTRIC,DRAMPA,PINCURCHIN,EELEKTRIK,CORVIKNIGHT,LEAVANNY,LEAVANNY,PERSIAN_ALOLAN,PERSIAN_ALOLAN,PINCURCHIN,PINCURCHIN,PINCURCHIN,45,WA Plain,,Morn
,,202.1,WILD AREA 22,MANECTRIC,DRAMPA,PINCURCHIN,EELEKTRIK,CORVIKNIGHT,LEAVANNY,LEAVANNY,PERSIAN_ALOLAN,PERSIAN_ALOLAN,PINCURCHIN,PINCURCHIN,PINCURCHIN,45,WA Plain,,Day
,,202.2,WILD AREA 22,MANECTRIC,DRAMPA,PINCURCHIN,EELEKTRIK,CORVIKNIGHT,LEAVANNY,LEAVANNY,PERSIAN_ALOLAN,PERSIAN_ALOLAN,PINCURCHIN,PINCURCHIN,PINCURCHIN,45,WA Plain,,Night
,,203.0,WILD AREA 23,RATICATE_ALOLAN,ABSOL,BOMBIRDIER,HONCHKROW,HOUNDOOM,OVERQWIL,ZOROARK_HISUIAN,ZOROARK,ZOROARK_HISUIAN,ZOROARK,ROARING_MOON,ROARING_MOON,45,WA Plain,,Morn
,,203.1,WILD AREA 23,RATICATE_ALOLAN,ABSOL,BOMBIRDIER,HONCHKROW,HOUNDOOM,OVERQWIL,ZOROARK_HISUIAN,ZOROARK,ZOROARK_HISUIAN,ZOROARK,ROARING_MOON,ROARING_MOON,45,WA Plain,,Day
,,203.2,WILD AREA 23,RATICATE_ALOLAN,ABSOL,BOMBIRDIER,HONCHKROW,HOUNDOOM,OVERQWIL,ZOROARK_HISUIAN,ZOROARK,ZOROARK_HISUIAN,ZOROARK,ROARING_MOON,ROARING_MOON,45,WA Plain,,Night
,,204.0,WILD AREA 24,LILLIGANT_HISUIAN,BEEDRILL,AMOONGUSS,AMPHAROS,OKIDOGI,VIKAVOLT,VIKAVOLT,TSAREENA,TSAREENA,TSAREENA,IRON_THORNS,IRON_THORNS,45,WA Plain,,Morn
,,204.1,WILD AREA 24,LILLIGANT_HISUIAN,BEEDRILL,AMOONGUSS,AMPHAROS,OKIDOGI,VIKAVOLT,VIKAVOLT,TSAREENA,TSAREENA,TSAREENA,IRON_THORNS,IRON_THORNS,45,WA Plain,,Day
,,204.2,WILD AREA 24,LILLIGANT_HISUIAN,BEEDRILL,AMOONGUSS,AMPHAROS,OKIDOGI,VIKAVOLT,VIKAVOLT,TSAREENA,TSAREENA,TSAREENA,IRON_THORNS,IRON_THORNS,45,WA Plain,,Night
,,205.0,WILD AREA 25,LILLIGANT,VESPIQUEN,CONKELDURR,FARFETCHD_GALARIAN,KLAWF,KOMALA,MAGMORTAR,TALONFLAME,TALONFLAME,TALONFLAME,MAGMORTAR,MAGMORTAR,45,WA Plain,TRUE,Morn
,,205.1,WILD AREA 25,LILLIGANT,VESPIQUEN,CONKELDURR,FARFETCHD_GALARIAN,KLAWF,KOMALA,MAGMORTAR,TALONFLAME,TALONFLAME,TALONFLAME,MAGMORTAR,MAGMORTAR,45,WA Plain,TRUE,Day
,,205.2,WILD AREA 25,LILLIGANT,VESPIQUEN,CONKELDURR,FARFETCHD_GALARIAN,KLAWF,KOMALA,MAGMORTAR,TALONFLAME,TALONFLAME,TALONFLAME,MAGMORTAR,MAGMORTAR,45,WA Plain,TRUE,Night
,,206.0,WILD AREA 26,INDEEDEE,FLAMIGO,MR_MIME,KLANG,LURANTIS,CARNIVINE,ZANGOOSE,TINKATINK,TINKATINK,TINKATON,TINKATON,TINKATON,45,WA Plain,,Morn
,,206.1,WILD AREA 26,INDEEDEE,FLAMIGO,MR_MIME,KLANG,LURANTIS,CARNIVINE,ZANGOOSE,TINKATINK,TINKATINK,TINKATON,TINKATON,TINKATON,45,WA Plain,,Day
,,206.2,WILD AREA 26,INDEEDEE,FLAMIGO,MR_MIME,KLANG,LURANTIS,CARNIVINE,ZANGOOSE,TINKATINK,TINKATINK,TINKATON,TINKATON,TINKATON,45,WA Plain,,Night
,,207.0,WILD AREA 27,INDEEDEE_FEMALE,DACHSBUN,GRUMPIG,LUXRAY,HARIYAMA,SCREAM_TAIL,LUXRAY,HARIYAMA,SCREAM_TAIL,GENGAR,GENGAR,GENGAR,50,WA Plain,,Morn
,,207.1,WILD AREA 27,INDEEDEE_FEMALE,DACHSBUN,GRUMPIG,LUXRAY,HARIYAMA,SCREAM_TAIL,LUXRAY,HARIYAMA,SCREAM_TAIL,GENGAR,GENGAR,GENGAR,50,WA Plain,,Day
,,207.2,WILD AREA 27,INDEEDEE_FEMALE,DACHSBUN,GRUMPIG,LUXRAY,HARIYAMA,SCREAM_TAIL,LUXRAY,HARIYAMA,SCREAM_TAIL,GENGAR,GENGAR,GENGAR,50,WA Plain,,Night
,,208.0,WILD AREA 28,MAUSHOLD,XATU,KLEFKI,FORRETRESS,GRAPPLOCT,PORYGON_Z,FORRETRESS,GRAPPLOCT,ROARING_MOON,ROARING_MOON,KINGAMBIT,KINGAMBIT,50,WA Plain,,Morn
,,208.1,WILD AREA 28,MAUSHOLD,XATU,KLEFKI,FORRETRESS,GRAPPLOCT,PORYGON_Z,FORRETRESS,GRAPPLOCT,ROARING_MOON,ROARING_MOON,KINGAMBIT,KINGAMBIT,50,WA Plain,,Day
,,208.2,WILD AREA 28,MAUSHOLD,XATU,KLEFKI,FORRETRESS,GRAPPLOCT,PORYGON_Z,FORRETRESS,GRAPPLOCT,ROARING_MOON,ROARING_MOON,KINGAMBIT,KINGAMBIT,50,WA Plain,,Night
,,209.0,WILD AREA 29,SIMISAGE,STONJOURNER,SLOWBRO,SLOWBRO_GALARIAN,PASSIMIAN,NOCTOWL,PASSIMIAN,LURANTIS,IRON_VALIANT,IRON_VALIANT,AEGISLASH,AEGISLASH,50,WA Plain,,Morn
,,209.1,WILD AREA 29,SIMISAGE,STONJOURNER,SLOWBRO,SLOWBRO_GALARIAN,PASSIMIAN,NOCTOWL,PASSIMIAN,LURANTIS,IRON_VALIANT,IRON_VALIANT,AEGISLASH,AEGISLASH,50,WA Plain,,Day
,,209.2,WILD AREA 29,SIMISAGE,STONJOURNER,SLOWBRO,SLOWBRO_GALARIAN,PASSIMIAN,NOCTOWL,PASSIMIAN,LURANTIS,IRON_VALIANT,IRON_VALIANT,AEGISLASH,AEGISLASH,50,WA Plain,,Night
,,210.0,WILD AREA 30,MEOWSTIC,MEOWSTIC_FEMALE,SLOWKING,SLOWKING_GALARIAN,SIRFETCHD,ESPEON,SIRFETCHD,PAWMO,PAWMO,PAWMO,URSALUNA,URSALUNA,50,WA Plain,,Morn
,,210.1,WILD AREA 30,MEOWSTIC,MEOWSTIC_FEMALE,SLOWKING,SLOWKING_GALARIAN,SIRFETCHD,ESPEON,SIRFETCHD,PAWMO,PAWMO,PAWMO,URSALUNA,URSALUNA,50,WA Plain,,Day
,,210.2,WILD AREA 30,MEOWSTIC,MEOWSTIC_FEMALE,SLOWKING,SLOWKING_GALARIAN,SIRFETCHD,ESPEON,SIRFETCHD,PAWMO,PAWMO,PAWMO,URSALUNA,URSALUNA,50,WA Plain,,Night
,,211.0,WILD AREA 31,AMBIPOM,SCRAFTY,JUMPLUFF,ABOMASNOW,GREAT_TUSK,MAMOSWINE,ABOMASNOW,AVALUGG_HISUIAN,KROOKODILE,KROOKODILE,RHYPERIOR,RHYPERIOR,50,WA Plain,,Morn
,,211.1,WILD AREA 31,AMBIPOM,SCRAFTY,JUMPLUFF,ABOMASNOW,GREAT_TUSK,MAMOSWINE,ABOMASNOW,AVALUGG_HISUIAN,KROOKODILE,KROOKODILE,RHYPERIOR,RHYPERIOR,50,WA Plain,,Day
,,211.2,WILD AREA 31,AMBIPOM,SCRAFTY,JUMPLUFF,ABOMASNOW,GREAT_TUSK,MAMOSWINE,ABOMASNOW,AVALUGG_HISUIAN,KROOKODILE,KROOKODILE,RHYPERIOR,RHYPERIOR,50,WA Plain,,Night
,,212.0,WILD AREA 32,MIENSHAO,GRUMPIG,RABSCA,LEAFEON,BRAVIARY_HISUIAN,RAPIDASH,LEAFEON,EXEGGUTOR,CERULEDGE,STEELIX,CERULEDGE,STEELIX,50,WA Plain,,Morn
,,212.1,WILD AREA 32,MIENSHAO,GRUMPIG,RABSCA,LEAFEON,BRAVIARY_HISUIAN,RAPIDASH,LEAFEON,EXEGGUTOR,CERULEDGE,STEELIX,CERULEDGE,STEELIX,50,WA Plain,,Day
,,212.2,WILD AREA 32,MIENSHAO,GRUMPIG,RABSCA,LEAFEON,BRAVIARY_HISUIAN,RAPIDASH,LEAFEON,EXEGGUTOR,CERULEDGE,STEELIX,CERULEDGE,STEELIX,50,WA Plain,,Night
,,213.0,ROUTE 20 AREA 1,ZEBSTRIKA,GRANBULL,VICTREEBEL,ELECTABUZZ,SALAZZLE,TINKATUFF,TINKATUFF,KADABRA,KADABRA,ALAKAZAM,ALAKAZAM,ALAKAZAM,50,Plain Flowery,,Morn
,,213.1,ROUTE 20 AREA 1,ZEBSTRIKA,GRANBULL,VICTREEBEL,ELECTABUZZ,SALAZZLE,TINKATUFF,TINKATUFF,KADABRA,KADABRA,ALAKAZAM,ALAKAZAM,ALAKAZAM,50,Plain Flowery,,Day
,,213.2,ROUTE 20 AREA 1,ZEBSTRIKA,GRANBULL,VICTREEBEL,ELECTABUZZ,SALAZZLE,TINKATUFF,TINKATUFF,KADABRA,KADABRA,ALAKAZAM,ALAKAZAM,ALAKAZAM,50,Plain Flowery,,Night
,,214.0,ROUTE 20 AREA 2,ORANGURU,FLOETTE,VILEPLUME,TYPE_NULL,YAMASK,COMFEY,COMFEY,GOTHORITA,GOTHORITA,GOTHITELLE,GOTHITELLE,GOTHITELLE,50,Plain Flowery,,Morn
,,214.1,ROUTE 20 AREA 2,ORANGURU,FLOETTE,VILEPLUME,TYPE_NULL,YAMASK,COMFEY,COMFEY,GOTHORITA,GOTHORITA,GOTHITELLE,GOTHITELLE,GOTHITELLE,50,Plain Flowery,,Day
